華語詞目id,華語詞目,腔,漢字,羅馬字
608,眼屎,馬公偏泉腔,目屎膏,ba̍k-sái-ko
608,眼屎,新竹偏泉腔,目屎膏,ba̍k-sái-ko
608,眼屎,臺中偏漳腔,目屎膏,ba̍k-sái-ko
609,乳房,鹿港偏泉腔,奶,lin
609,乳房,三峽偏泉腔,奶仔,lin-á
609,乳房,三峽偏泉腔,奶仔,ne-á
609,乳房,臺北偏泉腔,奶,ni
609,乳房,宜蘭偏漳腔,奶,ling
609,乳房,臺南混合腔,奶,ni
609,乳房,臺南混合腔,奶,ling
609,乳房,高雄混合腔,奶,ling
609,乳房,金門偏泉腔,奶,lin
609,乳房,馬公偏泉腔,奶,ni
609,乳房,新竹偏泉腔,奶,lin
609,乳房,臺中偏漳腔,奶,ling
610,腰,鹿港偏泉腔,腰,io
610,腰,三峽偏泉腔,腰,io
610,腰,臺北偏泉腔,腰,io
610,腰,宜蘭偏漳腔,腰,io
610,腰,臺南混合腔,腰,ior
610,腰,高雄混合腔,腰,ior
610,腰,金門偏泉腔,腰,io
610,腰,馬公偏泉腔,腰,io
610,腰,新竹偏泉腔,腰,io
610,腰,臺中偏漳腔,腰,io
611,小指,鹿港偏泉腔,尾指,bér-tsuínn
611,小指,三峽偏泉腔,不吉,put-kiat
611,小指,臺北偏泉腔,尾指,bé-tsáinn
611,小指,宜蘭偏漳腔,尾指,bué-tsáinn
611,小指,臺南混合腔,尾指指仔,bué-tsíng-tsáinn-á
611,小指,臺南混合腔,煞尾指,suah-bué-tsáinn
611,小指,高雄混合腔,尾指,bué-tsáinn
611,小指,金門偏泉腔,尾指仔,bér-tsái--á
611,小指,馬公偏泉腔,尾抅仔,bé-niuh--á
611,小指,新竹偏泉腔,尾指,bér-tsáinn
611,小指,新竹偏泉腔,尾指,bé-tsáinn
611,小指,臺中偏漳腔,尾指頭仔,bué-tsíng-thâu-á
611,小指,臺中偏漳腔,尾指指,bué-tsíng-tsáinn
612,腎臟,宜蘭偏漳腔,腰子,io-tsí
612,腎臟,臺南混合腔,腰子,ior-tsí
612,腎臟,鹿港偏泉腔,腰子,io-tsí
612,腎臟,三峽偏泉腔,腰子,io-tsí
612,腎臟,臺北偏泉腔,腰子,io-tsí
612,腎臟,高雄混合腔,腰子,ior-tsí
612,腎臟,金門偏泉腔,腰子,io-tsí
612,腎臟,馬公偏泉腔,腰子,io-tsí
612,腎臟,新竹偏泉腔,腰子,io-tsí
612,腎臟,臺中偏漳腔,腰子,io-tsí
613,尿,鹿港偏泉腔,尿,liǒ
613,尿,三峽偏泉腔,尿,jiō
613,尿,臺北偏泉腔,尿,liō
613,尿,宜蘭偏漳腔,尿,jiō
613,尿,臺南混合腔,尿,jiōr
613,尿,高雄混合腔,尿,jiōr
613,尿,金門偏泉腔,尿,liō
613,尿,馬公偏泉腔,尿,jiō
613,尿,新竹偏泉腔,尿,liō
613,尿,臺中偏漳腔,尿,giō
615,媒人,鹿港偏泉腔,媒人,hm̂-lâng
615,媒人,三峽偏泉腔,媒人,hm̂-lâng
615,媒人,臺北偏泉腔,媒人,hm̂-lâng
615,媒人,臺北偏泉腔,媒人婆,hm̂-lâng-pô
615,媒人,宜蘭偏漳腔,媒人,muê-lâng
615,媒人,宜蘭偏漳腔,媒人婆,muê-lâng-pô
615,媒人,臺南混合腔,媒人,hm̂-lâng
615,媒人,臺南混合腔,媒人,muâi-lâng
615,媒人,臺南混合腔,媒人婆,muâi-lâng-pôr
615,媒人,高雄混合腔,媒人,hm̂-lâng
615,媒人,高雄混合腔,媒人,muê-lâng
615,媒人,高雄混合腔,媒人,muâi-lâng
615,媒人,金門偏泉腔,媒人,hm̂-lâng
615,媒人,馬公偏泉腔,媒人,hûn-lâng
615,媒人,新竹偏泉腔,媒人,hm̂-lâng
615,媒人,臺中偏漳腔,媒人,muê-lâng
615,媒人,臺中偏漳腔,媒人婆仔,muê-lâng-pô--á
616,入贅,鹿港偏泉腔,予人招,hǒo-lâng-tsio
616,入贅,鹿港偏泉腔,賣大燈,buě-tuǎ-ting
616,入贅,三峽偏泉腔,予人招,hông-tsio
616,入贅,臺北偏泉腔,予人招,hőng-tsio
616,入贅,宜蘭偏漳腔,予人招,hōo-n̂g-tsio
616,入贅,臺南混合腔,予人招,hōng-n̂g-tsior
616,入贅,高雄混合腔,予人招,hōng-n̂g-tsior
616,入贅,金門偏泉腔,賣大燈,buē-tuā-ting
616,入贅,馬公偏泉腔,去予人招,khù-hông-tsio
616,入贅,新竹偏泉腔,予招个,hōo-tsio--ê
616,入贅,臺中偏漳腔,予人招的,hông-tsio--ê
617,處女,鹿港偏泉腔,在室女,tsǎi-sik-lír
617,處女,三峽偏泉腔,在室女,tsāi-sik-lír
617,處女,臺北偏泉腔,在室女,tsāi-sik-lú
617,處女,宜蘭偏漳腔,在室女,tsāi-tsit-lí
617,處女,臺南混合腔,在室女,tsāi-sik-lú
617,處女,高雄混合腔,在室女,tsāi-sik-lí
617,處女,金門偏泉腔,在室女,tsāi-sik-lír
617,處女,馬公偏泉腔,在室女,tsāi-sik-lú
617,處女,新竹偏泉腔,在室女,tsāi-sik-lír
617,處女,臺中偏漳腔,在室的,tsāi-sik--ê
618,生小孩,鹿港偏泉腔,抾囡仔,khioh-gín-á
618,生小孩,三峽偏泉腔,生囡仔,sinn-gín-á
618,生小孩,三峽偏泉腔,抾囡仔,khioh-gín-á
618,生小孩,臺北偏泉腔,生囡仔,sinn-gín-á
618,生小孩,臺北偏泉腔,抾囡仔,khioh-gín-á
618,生小孩,宜蘭偏漳腔,生囝,senn-kiánn
618,生小孩,宜蘭偏漳腔,抾囡仔,khioh-gín-á
618,生小孩,臺南混合腔,生囡仔,senn-gín-á
618,生小孩,臺南混合腔,抾囡仔,khiorh-gín-á
618,生小孩,高雄混合腔,生囡仔,senn-gín-á
618,生小孩,高雄混合腔,抾囡仔,khiorh-gín-á
618,生小孩,金門偏泉腔,生囡仔,sinn-gín--á
618,生小孩,馬公偏泉腔,生囡仔,sinn-gín--á
618,生小孩,馬公偏泉腔,抾囡仔,khioh-gín--á
618,生小孩,新竹偏泉腔,生囡仔,sinn-gín-á
618,生小孩,新竹偏泉腔,抾囡仔,khioh-gín-á(產婆語)
618,生小孩,臺中偏漳腔,生囡仔,senn-gín-á
618,生小孩,臺中偏漳腔,抾囡仔,khioh-gín-á
619,滿月,鹿港偏泉腔,滿月,muá-ge̍rh
619,滿月,三峽偏泉腔,滿月,muá-gēr
619,滿月,臺北偏泉腔,滿月,muá-ge̍h
619,滿月,宜蘭偏漳腔,滿月,muá-guē
619,滿月,臺南混合腔,滿月,muá-gue̍h
619,滿月,高雄混合腔,滿月,muá-gue̍h
619,滿月,金門偏泉腔,滿月,muá-ge̍rh
619,滿月,馬公偏泉腔,滿月,muá-ge̍h
619,滿月,新竹偏泉腔,滿月,muá-ge̍rh
619,滿月,新竹偏泉腔,滿月,muá-ge̍h
619,滿月,臺中偏漳腔,滿月,muá-gue̍h
620,做旬,鹿港偏泉腔,做旬,tsò-sûn
620,做旬,三峽偏泉腔,做七,tsò-tshit
620,做旬,三峽偏泉腔,做旬,tsò-sûn
620,做旬,臺北偏泉腔,做旬,tsò-sûn
620,做旬,宜蘭偏漳腔,做旬,tsò-sûn
620,做旬,臺南混合腔,做旬,tsòr-sûn
620,做旬,高雄混合腔,做旬,tsòr-sûn
620,做旬,金門偏泉腔,做七日,tsuè-tshit-li̍t
620,做旬,馬公偏泉腔,做七,tsuè-tshit
620,做旬,新竹偏泉腔,做七,tsuè-tshit
620,做旬,臺中偏漳腔,做七,tsò-tshit
621,婢女,鹿港偏泉腔,查某𡢃,tsa̋u-kán
621,婢女,三峽偏泉腔,查某𡢃仔,tsa-bóo-kán-á
621,婢女,臺北偏泉腔,查某𡢃,tsa̋u-kán
621,婢女,宜蘭偏漳腔,查某𡢃,tsa-bóo-kán
621,婢女,臺南混合腔,查某𡢃仔,tsőo-kán-á
621,婢女,高雄混合腔,查某𡢃,tsőo-kán
621,婢女,金門偏泉腔,娘𡢃,niû-kán
621,婢女,馬公偏泉腔,查某𡢃,tsa-bóo-kán
621,婢女,新竹偏泉腔,查某𡢃仔,tsa-bóo-kán-á
621,婢女,臺中偏漳腔,查某𡢃仔,tsa-bóo-kán-á
622,老姑婆,鹿港偏泉腔,老姑婆,lǎu-koo-pô
622,老姑婆,三峽偏泉腔,老姑婆,lāu-koo-pô
622,老姑婆,臺北偏泉腔,老姑婆,lāu-koo-pô
622,老姑婆,宜蘭偏漳腔,老姑婆,lāu-koo-pô
622,老姑婆,臺南混合腔,老姑婆,lāu-koo-pôr
622,老姑婆,高雄混合腔,老姑婆,lāu-koo-pôr
622,老姑婆,金門偏泉腔,老姑婆,lāu-koo-pô
622,老姑婆,馬公偏泉腔,老姑婆,lāu-koo-pô
622,老姑婆,新竹偏泉腔,老姑婆,lāu-koo-pô
622,老姑婆,臺中偏漳腔,老姑婆,lāu-koo-pô
623,單身漢,鹿港偏泉腔,十一哥,tsa̍p-it-ko
623,單身漢,鹿港偏泉腔,羅漢跤仔,lô-hàn-kha-á
623,單身漢,三峽偏泉腔,孤𣮈的,koo-khu̍t--ê
623,單身漢,三峽偏泉腔,羅漢跤,lô-hàn-kha
623,單身漢,臺北偏泉腔,十一哥,tsa̍p-it-ko
623,單身漢,臺北偏泉腔,羅漢跤仔,lô-hàn-kha-á
623,單身漢,宜蘭偏漳腔,獨身仔,to̍k-sin-á
623,單身漢,宜蘭偏漳腔,羅漢跤仔,lô-hàn-kha-á
623,單身漢,臺南混合腔,十一哥,tsa̍p-it-kor
623,單身漢,臺南混合腔,獨身仔,to̍k-sin-á
623,單身漢,臺南混合腔,羅漢跤仔,lôr-hàn-kha-á
623,單身漢,高雄混合腔,十一哥,tsa̍p-it-kor
623,單身漢,高雄混合腔,獨身仔,to̍k-sin-á
623,單身漢,高雄混合腔,羅漢跤仔,lôr-hàn-kha-á
623,單身漢,金門偏泉腔,十一哥,tsa̍p-it-ko
623,單身漢,金門偏泉腔,十一叔,tsa̍p-it-tsik
623,單身漢,金門偏泉腔,孤身,koo-sin
623,單身漢,馬公偏泉腔,羅漢跤,lô-hàn-kha
623,單身漢,馬公偏泉腔,十一哥,tsa̍p-it-ko
623,單身漢,新竹偏泉腔,羅漢跤,lô-hàn-kha
623,單身漢,臺中偏漳腔,羅漢跤仔,lô-hàn-kha-á
623,單身漢,臺中偏漳腔,十一哥,tsa̍p-it-ko
624,看風水的人,鹿港偏泉腔,風水師,hong-suí-sai
624,看風水的人,三峽偏泉腔,地理仙,tē-lí-sian
624,看風水的人,三峽偏泉腔,牽羅經,khan-lô-kinn
624,看風水的人,臺北偏泉腔,地理仙,tē-lí-sian
624,看風水的人,臺北偏泉腔,風水仙,hong-tsuí-sian
624,看風水的人,宜蘭偏漳腔,風水仙,hong-tsuí-sian
624,看風水的人,宜蘭偏漳腔,牽羅經,khan-lô-kenn
624,看風水的人,臺南混合腔,地理師,tē-lí-su
624,看風水的人,臺南混合腔,風水仙,hong-tsuí-sian
624,看風水的人,高雄混合腔,地理師,tē-lí-su
624,看風水的人,金門偏泉腔,風水仙,hong-tsuí-sian
624,看風水的人,馬公偏泉腔,風水仙,hong-tsuí-sian
624,看風水的人,新竹偏泉腔,風水仙,hong-suí-sian
624,看風水的人,臺中偏漳腔,風水仙,hong-suí-sian
624,看風水的人,臺中偏漳腔,仙的,sian--ê
625,尼姑,鹿港偏泉腔,尼姑,nî-koo
625,尼姑,鹿港偏泉腔,尼姑,lî-koo
625,尼姑,三峽偏泉腔,尼姑,nî-koo
625,尼姑,臺北偏泉腔,尼姑,nî-koo
625,尼姑,臺北偏泉腔,尼姑,luî-koo
625,尼姑,宜蘭偏漳腔,尼姑,nî-koo
625,尼姑,宜蘭偏漳腔,菜姑,tshài-koo
625,尼姑,臺南混合腔,尼姑,nî-koo
625,尼姑,臺南混合腔,尼姑,lî-koo
625,尼姑,臺南混合腔,菜姑,tshài-koo
625,尼姑,高雄混合腔,尼姑,lî-koo
625,尼姑,高雄混合腔,菜姑,tshài-koo
625,尼姑,金門偏泉腔,尼姑,lî-koo
625,尼姑,馬公偏泉腔,尼姑,luî-koo
625,尼姑,新竹偏泉腔,尼姑,lî-koo
625,尼姑,臺中偏漳腔,尼姑,nî-koo
626,女醫生,鹿港偏泉腔,先生媽,sian-sinn-má
626,女醫生,三峽偏泉腔,先生媽,sian-sinn-má
626,女醫生,臺北偏泉腔,先生媽,sian-sinn-má
626,女醫生,宜蘭偏漳腔,先生媽,sin-senn-má
626,女醫生,臺南混合腔,先生媽,sian-senn-má
626,女醫生,高雄混合腔,先生媽,sian-senn-má
626,女醫生,金門偏泉腔,先生媽,sian-sinn-má
626,女醫生,馬公偏泉腔,先生媽,sian-sinn-má
626,女醫生,新竹偏泉腔,先生媽,sian-sinn-má
626,女醫生,臺中偏漳腔,先生媽,sin-senn-má
627,助產士,鹿港偏泉腔,產婆,sán-pô
627,助產士,三峽偏泉腔,產婆,sán-pô
627,助產士,臺北偏泉腔,產婆,sán-pô
627,助產士,宜蘭偏漳腔,產婆,sán-pô
627,助產士,臺南混合腔,助產士,tsōo-sán-sū
627,助產士,臺南混合腔,抾囝母,khiorh-kiánn-bú
627,助產士,臺南混合腔,產婆,sán-pôr
627,助產士,高雄混合腔,助產士,tsōo-sán-sū
627,助產士,高雄混合腔,抾囝母,khiorh-kiánn-bú
627,助產士,高雄混合腔,產婆,sán-pôr
627,助產士,金門偏泉腔,產婆,sán-pô
627,助產士,馬公偏泉腔,產婆,sán-pô
627,助產士,新竹偏泉腔,產婆,sán-pô
627,助產士,臺中偏漳腔,產婆,sán-pô
628,做生意,鹿港偏泉腔,做生理,tsuè-sing-lí
628,做生意,三峽偏泉腔,做生理,tserè-sing-lí
628,做生意,臺北偏泉腔,做生理,tsuè-sing-lí
628,做生意,宜蘭偏漳腔,做生理,tsò-sing-lí
628,做生意,臺南混合腔,做生理,tsòr-sing-lí
628,做生意,臺南混合腔,營業,îng-gia̍p
628,做生意,高雄混合腔,做生理,tsòr-sing-lí
628,做生意,金門偏泉腔,做生理,tsuè-sing-lí
628,做生意,馬公偏泉腔,做生理,tsuè-sing-lí
628,做生意,新竹偏泉腔,做生理,tsuè-sing-lí
628,做生意,臺中偏漳腔,做生理,tsò-sing-lí
629,夥計,鹿港偏泉腔,辛勞,sin-lô
629,夥計,三峽偏泉腔,辛勞,sin-lô
629,夥計,臺北偏泉腔,辛勞,sin-lô
629,夥計,宜蘭偏漳腔,辛勞,sin-lô
629,夥計,臺南混合腔,辛勞,sin-lôr
629,夥計,高雄混合腔,辛勞,sin-lôr
629,夥計,金門偏泉腔,辛勞,sin-lô
629,夥計,金門偏泉腔,伙計,hér-kì
629,夥計,馬公偏泉腔,辛勞,sin-lô
629,夥計,馬公偏泉腔,伙計,hé-kì
629,夥計,新竹偏泉腔,辛勞,sin-lô
629,夥計,新竹偏泉腔,倩个,tshiànn--ê
629,夥計,臺中偏漳腔,辛勞,sin-lô
629,夥計,臺中偏漳腔,辛勞仔,sin-lô-á
630,銀行,鹿港偏泉腔,銀行,gûn-hâng
630,銀行,三峽偏泉腔,銀行,gîrn-hâng
630,銀行,臺北偏泉腔,銀行,gûn-hâng
630,銀行,宜蘭偏漳腔,銀行,gîn-hâng
630,銀行,臺南混合腔,銀行,gîn-hâng
630,銀行,高雄混合腔,銀行,gîn-hâng
630,銀行,金門偏泉腔,銀行,gûn-hâng
630,銀行,馬公偏泉腔,銀行,gûn-hâng
630,銀行,新竹偏泉腔,銀行,gûn-hâng
630,銀行,臺中偏漳腔,銀行,gîn-hâng
631,鈔票,鹿港偏泉腔,銀票,gûn-phiò
631,鈔票,三峽偏泉腔,銀票,gîrn-phiò
631,鈔票,臺北偏泉腔,銀票,gûn-phiò
631,鈔票,宜蘭偏漳腔,銀紙,gîn-tsuá
631,鈔票,宜蘭偏漳腔,銀票,gîn-phiò
631,鈔票,臺南混合腔,銀票,gîn-phiòr
631,鈔票,高雄混合腔,銀票,gîn-phiòr
631,鈔票,金門偏泉腔,紙字,tsuá-lī
631,鈔票,馬公偏泉腔,銀票,gûn-phiò
631,鈔票,新竹偏泉腔,銀票,gûn-phiò
631,鈔票,臺中偏漳腔,銀票,gîn-phiò
632,銅錢,鹿港偏泉腔,銀仔角,gûn-á-kak
632,銅錢,三峽偏泉腔,銅仙,tâng-sián
632,銅錢,臺北偏泉腔,銀角仔,gûn-kak-á
632,銅錢,宜蘭偏漳腔,銀角仔,gîn-kak-á
632,銅錢,臺南混合腔,銀角仔,gîn-kak-á
632,銅錢,高雄混合腔,銀角仔,gîn-kak-á
632,銅錢,金門偏泉腔,鐳,lui
632,銅錢,金門偏泉腔,錢,tsînn(中間有孔)
632,銅錢,馬公偏泉腔,鐳,lui
632,銅錢,新竹偏泉腔,銅仙錢仔,tâng-sián-tsînn-á
632,銅錢,臺中偏漳腔,銀仔角,gîn-á-kak
633,旅社,鹿港偏泉腔,旅社,lír-siǎ
633,旅社,三峽偏泉腔,旅社,lír-siā
633,旅社,臺北偏泉腔,旅館,lú-kuán
633,旅社,宜蘭偏漳腔,客棧,kheh-tsàn
633,旅社,宜蘭偏漳腔,旅社,lí-siā
633,旅社,臺南混合腔,客棧,kheh-tsàn
633,旅社,臺南混合腔,旅館,lí-kuán
633,旅社,高雄混合腔,旅社,lí-siā
633,旅社,高雄混合腔,旅館,lí-kuán
633,旅社,金門偏泉腔,客棧,kheh-tsàn
633,旅社,馬公偏泉腔,旅社,lú-siā
633,旅社,馬公偏泉腔,客棧,kheh-tsàn
633,旅社,新竹偏泉腔,旅社,lír-siā
633,旅社,新竹偏泉腔,販仔間,huàn-á-king
633,旅社,臺中偏漳腔,旅社,lí-siā
633,旅社,臺中偏漳腔,飯店,pn̄g-tiàm
633,旅社,臺中偏漳腔,客棧,kheh-tsàn
633,旅社,臺中偏漳腔,販仔間,huàn-á-king
633,旅社,臺南混合腔,hoo-té-luh,hoo-té-luh
633,旅社,高雄混合腔,hoo-té-luh,hoo-té-luh
634,火車,鹿港偏泉腔,火車,hér-tshia
634,火車,三峽偏泉腔,火車,hér-tshia
634,火車,臺北偏泉腔,火車,hé-tshia
634,火車,宜蘭偏漳腔,火車,hué-tshia
634,火車,臺南混合腔,火車,hué-tshia
634,火車,高雄混合腔,火車,hué-tshia
634,火車,金門偏泉腔,火車,hér-tshia
634,火車,馬公偏泉腔,火車,hé-tshia
634,火車,新竹偏泉腔,火車,hér-tshia
634,火車,新竹偏泉腔,火車,hé-tshia
634,火車,臺中偏漳腔,火車,hué-tshia
635,生病,鹿港偏泉腔,破病,phuà-pǐnn
635,生病,三峽偏泉腔,破病,phuà-pīnn
635,生病,臺北偏泉腔,破病,phuà-pīnn
635,生病,宜蘭偏漳腔,破病,phuà-pēnn
635,生病,宜蘭偏漳腔,艱苦,kan-khóo
635,生病,臺南混合腔,破病,phuà-pēnn
635,生病,臺南混合腔,艱苦,kan-khóo
635,生病,高雄混合腔,破病,phuà-pēnn
635,生病,高雄混合腔,艱苦,kan-khóo
635,生病,金門偏泉腔,破病,phuà-pīnn
635,生病,馬公偏泉腔,破病,phuà-pīnn
635,生病,新竹偏泉腔,破病,phuà-pīnn
635,生病,臺中偏漳腔,破病,phuà-pēnn
635,生病,臺中偏漳腔,艱苦,kan-khóo
636,受寒,鹿港偏泉腔,寒著,kuânn--tio̍h
636,受寒,鹿港偏泉腔,感著,kám--tio̍h
636,受寒,三峽偏泉腔,冷著,líng--tio̍h
636,受寒,臺北偏泉腔,寒著,kuânn--tio̍h
636,受寒,宜蘭偏漳腔,寒著,kuânn--tio̍h
636,受寒,宜蘭偏漳腔,感著,kám--tio̍h
636,受寒,臺南混合腔,寒著,kuânn--tio̍rh
636,受寒,臺南混合腔,感著,kám--tio̍rh
636,受寒,高雄混合腔,寒著,kuânn--tio̍h
636,受寒,高雄混合腔,感著,kám--tio̍h
636,受寒,金門偏泉腔,寒著,kuânn--tio̍h
636,受寒,馬公偏泉腔,寒著,kuânn--tio̍h
636,受寒,新竹偏泉腔,寒著,kuânn--tio̍h
636,受寒,臺中偏漳腔,寒著,kuânn--tio̍h
636,受寒,臺中偏漳腔,感著,kám--tio̍h
637,中暑,鹿港偏泉腔,著痧,tio̍h-sua
637,中暑,鹿港偏泉腔,熱著,lua̍h--tio̍h
637,中暑,三峽偏泉腔,翕熱,hip-juā
637,中暑,三峽偏泉腔,著痧,tiō-sua
637,中暑,臺北偏泉腔,著痧,tio̍h-sua
637,中暑,臺北偏泉腔,熱著,lua̍h--tio̍h
637,中暑,宜蘭偏漳腔,著痧,tio̍h-sua
637,中暑,宜蘭偏漳腔,熱著,juā--tio̍h
637,中暑,臺南混合腔,著痧,tio̍rh-sua
637,中暑,臺南混合腔,熱著,jua̍h--tio̍rh
637,中暑,高雄混合腔,著痧,tio̍rh-sua
637,中暑,高雄混合腔,熱著,jua̍h--tio̍rh
637,中暑,金門偏泉腔,熱著,lua̍h--tio̍h
637,中暑,金門偏泉腔,著痧,tio̍h-sua
637,中暑,馬公偏泉腔,熱著,jua̍h--tio̍h
637,中暑,馬公偏泉腔,著痧,tio̍h-sua
637,中暑,新竹偏泉腔,熱著,lua̍h--tio̍h
637,中暑,新竹偏泉腔,翕著熱,hip-tio̍h-lua̍h
637,中暑,臺中偏漳腔,熱著,jua̍h--tio̍h
637,中暑,臺中偏漳腔,著痧,tio̍h-sua
638,痲瘋病,鹿港偏泉腔,癩𰣻,thái-ko
638,痲瘋病,三峽偏泉腔,癩𰣻,thái-ko
638,痲瘋病,臺北偏泉腔,癩𰣻,thái-ko
638,痲瘋病,宜蘭偏漳腔,癩𰣻,thái-ko
638,痲瘋病,臺南混合腔,癩𰣻,thái-kor
638,痲瘋病,高雄混合腔,癩𰣻,thái-kor
638,痲瘋病,金門偏泉腔,癩𰣻,thái-ko
638,痲瘋病,金門偏泉腔,痲瘋,bâ-huang
638,痲瘋病,馬公偏泉腔,痲瘋症,mâ-hong-tsìng
638,痲瘋病,新竹偏泉腔,癩𰣻病,thái-ko-pīnn
638,痲瘋病,臺中偏漳腔,癩𰣻病,thái-ko-pēnn
639,性病,鹿港偏泉腔,八腳,pat-kiok
639,性病,鹿港偏泉腔,生檨仔,sinn-suǎinn-á
639,性病,鹿港偏泉腔,梅毒,muî-to̍k
639,性病,三峽偏泉腔,生檨仔,sinn-suāinn-á
639,性病,臺北偏泉腔,生檨仔,sinn-suāinn-á
639,性病,臺北偏泉腔,梅毒,muî-to̍k
639,性病,宜蘭偏漳腔,生檨仔,senn-suāinn-á
639,性病,宜蘭偏漳腔,梅毒,muê-to̍k
639,性病,臺南混合腔,生檨仔,senn-suāinn-á
639,性病,臺南混合腔,梅毒,muâi-to̍k
639,性病,臺南混合腔,菜花,tshài-hue
639,性病,高雄混合腔,生檨仔,senn-suāinn-á
639,性病,高雄混合腔,梅毒,muâi-to̍k
639,性病,金門偏泉腔,歹囝症,phái-kiánn-tsìng
639,性病,金門偏泉腔,垃圾病,lah-sap-pīnn
639,性病,金門偏泉腔,垃儳風,lâ-sâm-huang
639,性病,金門偏泉腔,梅毒,muî-to̍k
639,性病,金門偏泉腔,著毒,tio̍h-to̍k
639,性病,金門偏泉腔,生瘡,sinn-tshng
639,性病,馬公偏泉腔,著銃,tio̍h-tshìng
639,性病,馬公偏泉腔,著毒,tio̍h-to̍k
639,性病,馬公偏泉腔,生瘡,sinn-tshng
639,性病,新竹偏泉腔,淋病,lîm-pīnn
639,性病,臺中偏漳腔,生檨仔,senn-suāinn-á
639,性病,臺中偏漳腔,癩𰣻病,thái-ko-pēnn
640,夜盲症,鹿港偏泉腔,雞仔目,kue-á-ba̍k
640,夜盲症,三峽偏泉腔,雞仔目,kere-á-ba̍k
640,夜盲症,臺北偏泉腔,雞仔目,kue-á-ba̍k
640,夜盲症,宜蘭偏漳腔,雞仔目,ke-á-ba̍k
640,夜盲症,臺南混合腔,雞仔目,ke-á-ba̍k
640,夜盲症,高雄混合腔,雞仔目,ke-á-ba̍k
640,夜盲症,金門偏泉腔,雞目,kue-ba̍k
640,夜盲症,馬公偏泉腔,雞目,kue-ba̍k
640,夜盲症,新竹偏泉腔,雞目,kue-ba̍k
640,夜盲症,臺中偏漳腔,雞仔目,ke-á-ba̍k
641,瞎了,鹿港偏泉腔,青盲,tshinn-mî
641,瞎了,三峽偏泉腔,青盲,tshinn-mî
641,瞎了,臺北偏泉腔,青盲,tshinn-mî
641,瞎了,宜蘭偏漳腔,青盲,tshenn-mê
641,瞎了,臺南混合腔,青盲,tshenn-mê
641,瞎了,高雄混合腔,青盲,tshenn-mê
641,瞎了,金門偏泉腔,青盲,tshinn-mî
641,瞎了,馬公偏泉腔,青盲,tshinn-mî
641,瞎了,新竹偏泉腔,青盲,tshinn-mî
641,瞎了,臺中偏漳腔,青盲,tshenn-mê
642,腮腺炎,鹿港偏泉腔,豬頭爿,tir-thâu-pîng
642,腮腺炎,三峽偏泉腔,泛豬頭皮,hàm-tir-thâu-phêr
642,腮腺炎,臺北偏泉腔,豬頭皮,tu-thâu-phê
642,腮腺炎,宜蘭偏漳腔,豬頭肥,ti-thâu-puî
642,腮腺炎,臺南混合腔,痻愛,in-ài
642,腮腺炎,臺南混合腔,豬頭癀,ti-thâu-hông
642,腮腺炎,臺南混合腔,豬頭爿,ti-thâu-pîng
642,腮腺炎,高雄混合腔,豬頭肥,ti-thâu-puî
642,腮腺炎,金門偏泉腔,痻愛,un-ài
642,腮腺炎,馬公偏泉腔,痻愛,hun-ài
642,腮腺炎,新竹偏泉腔,豬頭皮,tir-thâu-phêr
642,腮腺炎,新竹偏泉腔,豬頭皮,ti-thâu-phê
642,腮腺炎,臺中偏漳腔,豬頭皮,ti-thâu-phuê
643,遭瘟,鹿港偏泉腔,著災,tio̍h-tser
643,遭瘟,三峽偏泉腔,著災,tio̍h-tser
643,遭瘟,臺北偏泉腔,著災,tio̍h-tse
643,遭瘟,宜蘭偏漳腔,著災,tiō-tse
643,遭瘟,臺南混合腔,著災,tio̍rh-tse
643,遭瘟,高雄混合腔,著災,tio̍rh-tse
643,遭瘟,金門偏泉腔,著災,tio̍h-tser
643,遭瘟,馬公偏泉腔,著災,tio̍h-tse
643,遭瘟,新竹偏泉腔,著災,tio̍h-tser
643,遭瘟,新竹偏泉腔,著災,tio̍h-tse
643,遭瘟,臺中偏漳腔,著災,tio̍h-tse
644,中風,鹿港偏泉腔,斷頭腦筋,tňg-thâu-nóo-kun
644,中風,三峽偏泉腔,中風,tiòng-hong
644,中風,臺北偏泉腔,中風,tiòng-hong
644,中風,宜蘭偏漳腔,中風,tiòng-hong
644,中風,宜蘭偏漳腔,斷腦筋,tuīnn-náu-kin
644,中風,臺南混合腔,中風,tiòng-hong
644,中風,臺南混合腔,斷腦筋,tn̄g-náu-kin
644,中風,高雄混合腔,中風,tiòng-hong
644,中風,高雄混合腔,斷腦筋,tn̄g-náu-kin
644,中風,金門偏泉腔,腦筋斷,náu-kun-tn̄g
644,中風,馬公偏泉腔,斷腦筋,tn̄g-náu-kun
644,中風,新竹偏泉腔,斷腦筋,tn̄g-náu-kun
644,中風,新竹偏泉腔,中風,tiòng-hong
644,中風,臺中偏漳腔,斷腦筋,tn̄g-náu-kin
644,中風,臺中偏漳腔,中風,tiòng-hong
645,生瘡,鹿港偏泉腔,生疥,sinn-kuè
645,生瘡,三峽偏泉腔,生疥,sinn-kerè
645,生瘡,臺北偏泉腔,生疥,sinn-kuè
645,生瘡,宜蘭偏漳腔,生疥,senn-kè
645,生瘡,臺南混合腔,生疥,senn-kè
645,生瘡,高雄混合腔,生疥,senn-kè
645,生瘡,金門偏泉腔,生疥,sinn-kuè
645,生瘡,馬公偏泉腔,生疥,sinn-kuè
