義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
13186,會使得,可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。,13197,會做得,可以、可行。可以做、行得通。語氣完結時唸作ē-tsò--tit。
13186,會使得,可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。,13201,會得,能夠、可以。
13186,會使得,可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。,13202,會得通,可以、得以、能夠。
13186,會使得,可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。,13212,會當,可以。能夠、做得到。
13188,楔空,行賄。用財物賄賂別人。,13189,楔後手,賄賂。以財物買通別人。
13189,楔後手,賄賂。以財物買通別人。,8742,烏西,賄賂、行賄。借自日語「お世辞（おせじ）」。
13189,楔後手,賄賂。以財物買通別人。,13188,楔空,行賄。用財物賄賂別人。
13192,暗崁,將好東西或好處私藏起來，不讓別人知道。,23139,掩揜,暗藏別人的東西，想據為己有。
13193,暗時,夜晚、晚上。,13216,暗暝,夜晚。
13193,暗時,夜晚、晚上。,14474,暝時,夜晚。夜裡，晚上。
13196,暗眠摸,黑漆漆、一片漆黑。形容很黑很暗，什麼都看不到。,13217,暗漠漠,黑漆漆。形容非常黑暗的樣子，完全看不見。
13196,暗眠摸,黑漆漆、一片漆黑。形容很黑很暗，什麼都看不到。,13219,暗趖趖,黑漆漆。形容漆黑一片。
13196,暗眠摸,黑漆漆、一片漆黑。形容很黑很暗，什麼都看不到。,21972,暗摸摸,形容光線不明亮、陰暗漆黑的樣子。
13197,會做得,可以、可行。可以做、行得通。語氣完結時唸作ē-tsò--tit。,13176,會用得,可以、可行。人、東西可以使用或指事情行得通。語氣完結時唸作ē-īng--tit。
13197,會做得,可以、可行。可以做、行得通。語氣完結時唸作ē-tsò--tit。,13185,會使,可以、能夠。
13197,會做得,可以、可行。可以做、行得通。語氣完結時唸作ē-tsò--tit。,13186,會使得,可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。
13201,會得,能夠、可以。,13185,會使,可以、能夠。
13201,會得,能夠、可以。,13186,會使得,可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。
13202,會得通,可以、得以、能夠。,13185,會使,可以、能夠。
13202,會得通,可以、得以、能夠。,13186,會使得,可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。
13209,暗間仔,妓院。,7148,查某間,妓院、娼寮。妓女接客的房舍。
13209,暗間仔,妓院。,9940,婊間,妓院。妓女接客的地方。
13209,暗間仔,妓院。,12472,趁食間,妓女戶。
13209,暗間仔,妓院。,13872,跤梢間仔,妓院。供妓女賣淫的場所。
13212,會當,可以。能夠、做得到。,13185,會使,可以、能夠。
13212,會當,可以。能夠、做得到。,13186,會使得,可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。
13213,暗號,祕密的口令或記號。,19467,號頭,記號、標誌。公開或祕密的記號。
13214,暗路,夜間無燈光的道路。引申為不光明、不道德的人生道路。,1517,歹路,指不好的途徑、方向。
13216,暗暝,夜晚。,13193,暗時,夜晚、晚上。
13216,暗暝,夜晚。,14474,暝時,夜晚。夜裡，晚上。
13217,暗漠漠,黑漆漆。形容非常黑暗的樣子，完全看不見。,13196,暗眠摸,黑漆漆、一片漆黑。形容很黑很暗，什麼都看不到。
13217,暗漠漠,黑漆漆。形容非常黑暗的樣子，完全看不見。,13219,暗趖趖,黑漆漆。形容漆黑一片。
13217,暗漠漠,黑漆漆。形容非常黑暗的樣子，完全看不見。,21972,暗摸摸,形容光線不明亮、陰暗漆黑的樣子。
13219,暗趖趖,黑漆漆。形容漆黑一片。,13196,暗眠摸,黑漆漆、一片漆黑。形容很黑很暗，什麼都看不到。
13219,暗趖趖,黑漆漆。形容漆黑一片。,13217,暗漠漠,黑漆漆。形容非常黑暗的樣子，完全看不見。
13219,暗趖趖,黑漆漆。形容漆黑一片。,21972,暗摸摸,形容光線不明亮、陰暗漆黑的樣子。
13221,暗毿病,隱疾。難以啟齒的病。,22113,歹囝症,花柳病。性病的俗稱。由性接觸引起的傳染病，包括梅毒、淋病、軟性下疳、腹股溝肉芽腫等。
13223,會曉,知道、懂得。有能力去做某件事。,5931,明白,知道、了解。
13223,會曉,知道、懂得。有能力去做某件事。,6204,知影,知道、懂得。
13226,暗頭仔,傍晚、天剛黑的時候。,10414,欲暗仔,傍晚。快要天黑的時候。
13230,歇,休息、停止。,2865,休息,暫停工作以解除疲勞恢復體力。
13230,歇,休息、停止。,9699,停睏,停止、休息。
13230,歇,休息、停止。,13270,歇睏,休息、歇息。
13237,準,正確、準確。,2302,正,時間上的整點時間。
13247,溪,河川。,13252,溪仔,溪、小溪。
13249,概尺,斗量五穀時，用來刮平高出斗面的麵粉、豆子、米的圓形木棒。,1499,斗概,用來平斗的器具。以前用斗斛量東西時，用來刮平斗口高出部分的長形棒子。
13251,溝仔,水溝。疏通流水的溝道。,1501,水溝,疏通流水的溝道。
13251,溝仔,水溝。疏通流水的溝道。,9185,臭溝仔,稱疏通流水、排洩汙水的溝道。
13252,溪仔,溪、小溪。,13247,溪,河川。
13254,歇冬,放寒假。,13269,歇寒,放寒假。
13256,溢刺酸,指人體中胃酸逆流的現象。,18673,嘔酸水,人胃酸逆流到喉頭的現象。
13256,溢刺酸,指人體中胃酸逆流的現象。,22915,火燒心,胃食道逆流。指人體中胃酸逆流的現象。
13257,準拄好,扯平。互不相欠，有「算了」的意思。,19435,準拄煞,算了、當做沒那一回事。
13257,準拄好,扯平。互不相欠，有「算了」的意思。,19436,準拄煞,扯平。當做可以互相抵消、互不相欠。
13258,溫柔,溫和柔順。,13277,溫馴,溫順、溫和。溫和馴良、平和不粗野。
13259,溫泉,由地下湧出，較一般水溫還高的天然泉水。,16677,磺水,溫泉、溫泉水。臺灣北部的溫泉多為硫磺泉，所以稱溫泉為「磺水」。
13266,溫習,複習學過的功課。,11513,復習,溫習、複習。
13267,準備,事先安排籌劃將要進行的事務。,19331,備辦,準備、張羅。
13267,準備,事先安排籌劃將要進行的事務。,22490,攢辦,準備、張羅。
13268,歇喘,喘息、喘口氣。短暫的休息。,11368,喘氣,短暫的休息。
13268,歇喘,喘息、喘口氣。短暫的休息。,13270,歇睏,休息、歇息。
13269,歇寒,放寒假。,13254,歇冬,放寒假。
13270,歇睏,休息、歇息。,2865,休息,暫停工作以解除疲勞恢復體力。
13270,歇睏,休息、歇息。,9699,停睏,停止、休息。
13270,歇睏,休息、歇息。,13230,歇,休息、停止。
13270,歇睏,休息、歇息。,13268,歇喘,喘息、喘口氣。短暫的休息。
13271,歇睏,放假。,21895,歇假,放假。
13274,歁歁,呆呆笨笨的。,5466,怐怐,呆、傻。形容人腦筋單純，不聰敏。
13274,歁歁,呆呆笨笨的。,18203,戇呆,愚蠢、愚笨。
13274,歁歁,呆呆笨笨的。,18215,戇戇,呆傻、呆滯。發愣的樣子。
13275,溪溝,夾在兩山之間的溪水。,634,山溝,山澗、山谷。
13275,溪溝,夾在兩山之間的溪水。,4196,坑溝,山間水溝或大水坑。
13276,歁話,傻話。,18211,戇話,傻話。無意義、無內容的話。
13277,溫馴,溫順、溫和。溫和馴良、平和不粗野。,5215,和順,形容平和柔順的樣子。
13277,溫馴,溫順、溫和。溫和馴良、平和不粗野。,13258,溫柔,溫和柔順。
13279,歇暝,住宿、過夜。在外歇宿過夜。,18666,過暝,過夜、住宿。在外歇宿過夜。
13282,歇熱,放暑假。,11736,暑假,各級學校因為夏天暑熱而放假，時間通常是在七月、八月。
13284,歲頭,歲數、年齡。指年齡的大小。,3259,年紀,年齡。
13284,歲頭,歲數、年齡。指年齡的大小。,3303,年歲,年齡、年紀。
13284,歲頭,歲數、年齡。指年齡的大小。,23116,歲聲,年紀、年歲、歲數。指年齡的大小。
13288,流籠,升降機。升降式的箱形電梯。,14177,電梯,用電力作為動力來源的升降機。
13289,溫罐,熱水瓶、保溫瓶。一種日常用品。外殼通常以鐵皮或塑料等做成，內裝瓶膽。瓶膽由雙層玻璃製成，夾層中的兩面鍍上水銀等金屬，中間抽成真空，瓶口有塞子，可在較長時間內保持瓶內溫度。,14211,電罐,熱水瓶、保溫瓶。一種日常用品。外殼通常以鐵皮或塑料等做成，內裝瓶膽。瓶膽由雙層玻璃製成，夾層中的兩面鍍上水銀等金屬，中間抽成真空，瓶口有塞子，可在較長時間內保持瓶內溫度。
13289,溫罐,熱水瓶、保溫瓶。一種日常用品。外殼通常以鐵皮或塑料等做成，內裝瓶膽。瓶膽由雙層玻璃製成，夾層中的兩面鍍上水銀等金屬，中間抽成真空，瓶口有塞子，可在較長時間內保持瓶內溫度。,14503,滾水罐,熱水瓶、保溫瓶。一種日常用品。外殼通常以鐵皮或塑料等做成，內裝瓶膽。瓶膽由雙層玻璃製成，夾層中的兩面鍍上水銀等金屬，中間抽成真空，瓶口有塞子，可在較長時間內保持瓶內溫度。
13297,滒,沾、蘸。,13046,搵,蘸沾。以物沾粉或液體。
13304,煏,用火炸出油或香味。,7256,炸,油炸。用高溫、慢火將肥肉或固態油脂熔為液體脂肪。
13322,煞去,放過不論、不再計較。,19441,煞煞去,罷了。就這樣算了，不要再計較了。
13323,煞尾,末尾、最後。,11728,最後,時間或次序上居於最末的位置。
13323,煞尾,末尾、最後。,13613,落尾,後來、最後。
13323,煞尾,末尾、最後。,18771,上尾,最後。
13324,煞尾,收尾、終止。,3432,收山,結束。總結，終了。
13324,煞尾,收尾、終止。,3462,收尾,收場結尾、結束、善後。
13326,煏空,事情敗露，東窗事發。,8926,破空,敗露。壞事或機密事件被發覺、揭露。
13326,煏空,事情敗露，東窗事發。,22631,出破,不該讓人知道的事情被發現或揭發。
13332,煙筒,煙囪。爐灶或工廠鍋爐用以排煙的長管。,19440,煙筒管,煙囪。
13334,滑溜溜,溜滑。非常滑。,23110,滑溜,光滑。
13335,煙腸,香腸。用碎肉、香料等填入豬腸製成的食品。,17793,灌腸,香腸。將碎豬肉和配料灌入洗淨的豬腸中所製成的一種食品。
13336,煞鼓,劇終。戲劇終了。用以引申事情或活動結束。,13338,煞戲,劇終。戲劇終了。引申為一切事物的結束。
13338,煞戲,劇終。戲劇終了。引申為一切事物的結束。,13336,煞鼓,劇終。戲劇終了。用以引申事情或活動結束。
13343,煨,燉煮、熬煮。以小火慢慢熬煮食物。,16063,燖,將食物放入密閉的烹具裡蒸煮。
13348,照步來,按部就班。照一定的條理順序處理事情。,13350,照起工,按部就班，照規矩制度來行事。
13350,照起工,按部就班，照規矩制度來行事。,13348,照步來,按部就班。照一定的條理順序處理事情。
13352,煩惱,煩悶，不快活。,15922,操心,勞神、勞費心力。
13352,煩惱,煩悶，不快活。,22753,擘腹,擔心、煩惱。
13357,照鏡,引申為檢討、反省。,1383,反省,自我檢討過去言語、行為的是非好壞。
13357,照鏡,引申為檢討、反省。,16628,檢討,檢驗探討。
13358,照顧,照料、看顧、幫助。,7503,看顧,看護、照顧。
13359,當,正值、正逢。,2303,正,正值、剛好。時間上剛好遇到的那一點。
13363,痲,麻疹。病名。一種由麻疹病毒傳播的急性傳染病，患過一次可終生免疫，今已有疫苗。,17045,癖,麻疹。
13363,痲,麻疹。病名。一種由麻疹病毒傳播的急性傳染病，患過一次可終生免疫，今已有疫苗。,22135,痲仔,病名，是一種由痲疹病毒感染的疾病，好發於兒童，現今已有疫苗可預防。
13375,當初,開始那時候。,5479,彼陣,那時、那陣子。
13375,當初,開始那時候。,13386,當時,從前、那時候。
13375,當初,開始那時候。,21889,斯當時,那時、當時，就在那個時間點。
13375,當初,開始那時候。,22156,當初時,當初、那時候。
13378,當咧,正在、正值。表示進行貌與持續貌。,19048,拄咧,剛好在…… 、正巧在…… 。正好在做某件事。
13378,當咧,正在、正值。表示進行貌與持續貌。,22628,當當,正值、適逢。表示正當某個時候。
13380,當面,面對面。,22623,相向,相向。面對面、正面相對。
13386,當時,從前、那時候。,5479,彼陣,那時、那陣子。
13386,當時,從前、那時候。,13375,當初,開始那時候。
13386,當時,從前、那時候。,19040,彼當陣,那時、那陣子。常合音為「向陣」hiàng-tsūn。
13386,當時,從前、那時候。,21889,斯當時,那時、當時，就在那個時間點。
13386,當時,從前、那時候。,22156,當初時,當初、那時候。
13392,痰壺,痰盂。吐痰用的容器。,13400,痰罐,痰盂。吐痰用的容器。
13393,當然,理應如此。,16599,應該然,理所當然、應該。
13393,當然,理應如此。,22701,合該然,理當如此。同意且支持對方提出的處理方式。
13396,當頭白日,大白天。特別強調說話的當時為白天。,1412,日時,白天。
13397,當頭對面,當面、面對面。,22623,相向,相向。面對面、正面相對。
13400,痰罐,痰盂。吐痰用的容器。,13392,痰壺,痰盂。吐痰用的容器。
13406,碗,盛飯的器具。,10735,缽,泛指可盛酒、裝東西或洗滌東西的圓形金屬或陶瓷用具。
13406,碗,盛飯的器具。,13419,碗公,比一般飯碗還要大的碗。
13406,碗,盛飯的器具。,13442,碗頭仔,小碗。
13408,碰,偶然遇到、相逢。,5544,拄,相遇、遇見。
13408,碰,偶然遇到、相逢。,13037,搪,剛好遇見、碰巧遇到。
13409,碰,互相撞擊。,8357,挵,碰撞。
13409,碰,互相撞擊。,15135,撞,碰擊、擊打。
13411,禁,阻止、不許可。,13421,禁止,制止、不允許。
13413,稗,禾本植物。田間雜草，外形如水稻，常與水稻長在一起，而影響水稻的生長發育。,13422,稗仔,稗子。禾本植物。田間雜草，外形如水稻，常與水稻長在一起，而影響水稻的生長發育。
13419,碗公,比一般飯碗還要大的碗。,13406,碗,盛飯的器具。
13421,禁止,制止、不允許。,13411,禁,阻止、不許可。
13422,稗仔,稗子。禾本植物。田間雜草，外形如水稻，常與水稻長在一起，而影響水稻的生長發育。,13413,稗,禾本植物。田間雜草，外形如水稻，常與水稻長在一起，而影響水稻的生長發育。
13423,窟仔,窟窿、坑洞。地面凹陷的地方。,11156,陷坑,陷阱。為捕捉野獸而挖掘的深坑。引申為害人的計謀。
13424,稟告,下屬對上級或晚輩對長輩報告。,11430,報告,陳述。下級對上級以口頭或書面陳述意見。
13431,禁喙,在某些狀況之下，禁吃某些食物。,4405,忌喙,因生病或其他原因禁吃某些食物。
13431,禁喙,在某些狀況之下，禁吃某些食物。,15839,噤喙,忌口。因病或其他因素而禁吃不相宜的食物。
13435,碗箸,碗筷，泛指餐具。,13437,碗盤,飯碗和盤子。泛指餐具。
13436,碗粿,一種民間小吃。將在來米製成的粉與開水攪拌均勻，加入豬油、香菇、豬絞肉、紅蔥頭、蝦米等餡料裝在碗裡，再將這些碗，放進鍋裡蒸製而成。,13441,碗糕,一種民間小吃。用在來米粉和開水拌勻後，加入香料及配料，裝在碗裡，放進鍋裡蒸製而成。
13437,碗盤,飯碗和盤子。泛指餐具。,13435,碗箸,碗筷，泛指餐具。
13441,碗糕,一種民間小吃。用在來米粉和開水拌勻後，加入香料及配料，裝在碗裡，放進鍋裡蒸製而成。,13436,碗粿,一種民間小吃。將在來米製成的粉與開水攪拌均勻，加入豬油、香菇、豬絞肉、紅蔥頭、蝦米等餡料裝在碗裡，再將這些碗，放進鍋裡蒸製而成。
13442,碗頭仔,小碗。,13406,碗,盛飯的器具。
13444,禽獸,比喻行為卑鄙，沒有人性的人。,14693,精牲,畜生。家中豢養的家禽或家畜。有時也用來罵人。
13480,義子,經由收養或拜認而非親生的兒子。,6778,契囝,義子、乾兒子。經由拜認而非親生的兒子。
13484,節制,限制不使過度。,825,分寸,人與人之間，行為動作或應對說話所應該有的限度。
13484,節制,限制不使過度。,9015,站節,分寸。
13484,節制,限制不使過度。,15160,撙節,節制。
13485,節省,節約。,6517,虯儉,節儉、節約、儉省。
13485,節省,節約。,11781,減省,儉省、節省。
13485,節省,節約。,13512,節儉,節省儉用。
13485,節省,節約。,15014,儉儉仔用,節用、節儉、節省。
13490,節脈,把脈。一種診察脈象的方法。用食指、中指和無名指三指端，按在被檢查者橈動脈約手掌後一寸的地方，探查脈象變化。,7067,按脈,把脈。一種診察脈象的方法。用食指、中指和無名指三指端，按在被檢查者橈動脈約手掌後一寸的地方，探查脈象變化。
13490,節脈,把脈。一種診察脈象的方法。用食指、中指和無名指三指端，按在被檢查者橈動脈約手掌後一寸的地方，探查脈象變化。,8032,候脈,把脈。一種診察脈象的方法。用食指、中指和無名指三指端，按在被檢查者橈動脈約手掌後一寸的地方，探查脈象變化。
13505,經跤經手,指做起事來纏手纏腳的。,17815,纏跤絆手,礙手礙腳。妨害別人做事，使人感到不便。
13511,罩雺,起霧。,13519,罩霧,被霧所籠罩。
13512,節儉,節省儉用。,11781,減省,儉省、節省。
13512,節儉,節省儉用。,13485,節省,節約。
13519,罩霧,被霧所籠罩。,13511,罩雺,起霧。
13522,聖,指神明很靈驗。,18120,靈聖,靈驗。
13522,聖,指神明很靈驗。,18124,靈驗,有奇效、能應驗。
13527,腡,手指上螺旋狀的指紋。,1449,手痕,指紋。
13527,腡,手指上螺旋狀的指紋。,7064,指紋,人手指尖內側表面的紋路。
13529,腫,皮肉浮脹。,9064,胮,腫起。多因發炎關係。
13533,腸,腹腔消化器官之一，有消化及吸收的功能。,13590,腸仔,腸子。腹腔消化器官之一，有消化及吸收的功能。
13534,腸,度量。,4697,肚腸,度量。
13534,腸,度量。,6850,度量,氣量。人能包容寬諒別人的程度。
13534,腸,度量。,7843,風度,風範、度量。舉止形態美好大方。
13534,腸,度量。,19449,腹腸,心胸、度量。
13538,舅,稱謂。用來稱呼母親的兄弟。,2467,母舅,稱謂。母親的兄弟。俗稱「阿舅」(a-kū)。
13538,舅,稱謂。用來稱呼母親的兄弟。,6506,阿舅,舅舅、舅父。稱謂。對母親的兄弟的稱呼。
13539,舅,稱謂。用來稱呼妻子的兄弟。,13591,舅仔,舅子。稱謂。丈夫對他人稱妻子的兄弟。
13552,落,腹瀉、拉肚子。,17033,瀉,拉肚子，是比較文雅的說法。
13568,萬一,萬分之一，形容極其微小的機會或事情。,22644,萬不二,萬一。
13571,腰子,腎臟。五臟之一。位在腹腔的後背，脊椎左右兩側，共二枚相對，呈扁卵圓形，紅褐色。是透析血液中廢料成為尿液的器官，及分泌腎素、紅血球生成素兩種激素的內分泌器官。,12252,腎,腎臟。器官名。位於腰部，在脊柱的兩側，左右對稱，蠶豆狀。過濾體內廢料為尿液，是重要的排泄器官。或稱「腰子」(io-tsí)。
13581,舅公,稱謂。稱祖母或外祖母的兄弟。,2468,母舅公,舅公。稱謂。奶奶或是外婆的兄弟。
13584,萬不得已,非常不得已、極度無奈。,5259,姑不而將,不得已、無可奈何。
13584,萬不得已,非常不得已、極度無奈。,11876,無奈,不得已、無可奈何、沒有辦法。
13584,萬不得已,非常不得已、極度無奈。,11877,無奈何,無可奈何、不得已。
13584,萬不得已,非常不得已、極度無奈。,21875,姑不將,不得已、只好。
13586,落手,下手、著手。動手去做某件事。,375,下手,動手去做。
13586,落手,下手、著手。動手去做某件事。,9764,動手,著手。開始進行。
13590,腸仔,腸子。腹腔消化器官之一，有消化及吸收的功能。,639,大腸,腸的下部。上接小腸，下連肛門，較小腸粗大而短，可依次分為盲腸、結腸與直腸三部分。大腸可吸收水分和一部分養分，並主宰排泄作用。
13590,腸仔,腸子。腹腔消化器官之一，有消化及吸收的功能。,643,小腸,在腸的上部，較大腸細長，上接胃部，下連大腸，有消化和吸收的功用，是人體最重要的消化器官。
13590,腸仔,腸子。腹腔消化器官之一，有消化及吸收的功能。,13533,腸,腹腔消化器官之一，有消化及吸收的功能。
13591,舅仔,舅子。稱謂。丈夫對他人稱妻子的兄弟。,5304,妻舅,大舅子、小舅子。稱謂。妻子的兄弟。
13591,舅仔,舅子。稱謂。丈夫對他人稱妻子的兄弟。,13539,舅,稱謂。用來稱呼妻子的兄弟。
13592,萬世,萬代。很多世代，形容非常久遠。,13593,萬代,萬世、永久。
13593,萬代,萬世、永久。,13592,萬世,萬代。很多世代，形容非常久遠。
13605,落本,下本錢。投注資金。,420,下本,投入本錢。
13605,落本,下本錢。投注資金。,4517,投資,以資本、財物或勞務，直接或間接投入企業 ，以獲得利益的行為。
13605,落本,下本錢。投注資金。,12876,填本,下本錢、投注本錢，用於不斷投入、沒有盡頭的情況。
13607,落伍,原意是指行動緩慢，跟不上隊伍。後來常用來比喻事物、行為、思想等跟不上時代潮流。,14016,過時,退流行，不合時宜。
13607,落伍,原意是指行動緩慢，跟不上隊伍。後來常用來比喻事物、行為、思想等跟不上時代潮流。,19265,退時,過時。過了盛產期或興盛期。
13609,萬年筆,鋼筆。金屬筆尖，內有吸存墨水管的筆。源自日語「万年筆（まんねんひつ）」。,16329,鋼筆,用墨水書寫的一種筆，金屬筆尖，筆內有墨水管及貯墨水。
13613,落尾,後來、最後。,4242,尾手,最後，手中剩下的。
13613,落尾,後來、最後。,4249,尾仔,最後、後來。
13613,落尾,後來、最後。,4273,尾後,末了、後面、後頭。指時間、空間上的順序較現在這個地方還要來得晚、來得後面的。
13613,落尾,後來、最後。,6922,後來,指一段時間之後。
13613,落尾,後來、最後。,11728,最後,時間或次序上居於最末的位置。
13613,落尾,後來、最後。,13323,煞尾,末尾、最後。
13613,落尾,後來、最後。,13614,落尾手,後來、最後。
13613,落尾,後來、最後。,18995,尾來,到最後、結果。
13614,落尾手,後來、最後。,6922,後來,指一段時間之後。
13614,落尾手,後來、最後。,11728,最後,時間或次序上居於最末的位置。
13614,落尾手,後來、最後。,13613,落尾,後來、最後。
13614,落尾手,後來、最後。,18995,尾來,到最後、結果。
13614,落尾手,後來、最後。,22571,押尾,最後。
13618,腹肚,肚子。,4653,肚,腹部、肚子。
13623,落來,下來。從上面到下面，發話者不在上面，語氣完結時唸作lo̍h--lâi。,22217,起去,上去。
13626,聖拄聖,無巧不巧。巧極了、或不巧極了。,22106,千拄千,無巧不成書，準確的有點異常。
13628,落注,下注。出錢賭輸贏。,19369,硩注,下注、壓寶。
13630,落空逝,由空車去一趟行程。,19658,落空車,空車行駛。車子的去程或回程不載旅客或貨物。
13631,落肥,施肥。幫植物灑肥料。,4595,沃肥,澆肥。為植物澆水肥。
13631,落肥,施肥。幫植物灑肥料。,15858,壅田,施肥。施灑肥料在田裡。
13631,落肥,施肥。幫植物灑肥料。,15863,壅肥,施肥。替植物灑放肥料。
13634,落雨天,雨天。,1200,歹天,惡劣的天氣。
13634,落雨天,雨天。,6418,雨來天,雨天、下雨天。
13640,落後日,大後天。,539,大後日,大後天。
13641,落後年,大後年。後年之後的第一年。,540,大後年,後年之後的第一年。
13642,落昨日,大前天。前天的前一日。,545,大昨日,大前天。
13643,落胎,流產。,7285,流產,流產。
13643,落胎,流產。,18916,交落身,流產。
13647,落氣,出糗、出洋相。形容行為失當，表現不盡理想，令人灰心喪志。,2510,失體面,丟臉、沒面子。
13647,落氣,出糗、出洋相。形容行為失當，表現不盡理想，令人灰心喪志。,13074,搤空,揭發他人的短處。
13647,落氣,出糗、出洋相。形容行為失當，表現不盡理想，令人灰心喪志。,19458,落漆,出糗、遜掉了。現代年輕人多用以比喻因為表現失常、失誤而令人感到難為情，有時也指小瑕疵、美中不足。
13647,落氣,出糗、出洋相。形容行為失當，表現不盡理想，令人灰心喪志。,21865,失氣,沒面子、出洋相。
13647,落氣,出糗、出洋相。形容行為失當，表現不盡理想，令人灰心喪志。,22606,卸衰,丟臉、沒面子。
13651,萬般,各種事情。,13672,萬項,各項。
13652,腰脊骨,腰骨。脊椎骨的下部五骨節，支撐筋肉，下端和尾骨連。,13654,腰骨,腰骨的下部五節骨，支撐筋肉，內繫兩臂，下與尾椎骨相連。
13653,落衰,走背運、走霉運。,1518,歹運,背運、倒楣。運氣不好。
13653,落衰,走背運、走霉運。,9257,衰運,倒楣、霉運。運氣不好。
13654,腰骨,腰骨的下部五節骨，支撐筋肉，內繫兩臂，下與尾椎骨相連。,13652,腰脊骨,腰骨。脊椎骨的下部五骨節，支撐筋肉，下端和尾骨連。
13656,落崎,下坡。,23114,衰頹,衰敗、式微。事業或運勢衰微頹廢。
13669,腦筋,頭腦。指一個人的思想、思考能力和記憶力等。,16460,頭殼,頭腦、腦筋。
13669,腦筋,頭腦。指一個人的思想、思考能力和記憶力等。,16465,頭腦,腦筋、思想。
13671,落跑,逃跑、開溜、落荒而逃。借用華語「跑」字音讀。,4858,走路,跑路、逃亡。
13671,落跑,逃跑、開溜、落荒而逃。借用華語「跑」字音讀。,22670,偷走,暗地裡、趁人不注意時逃走、逃跑。
13672,萬項,各項。,13651,萬般,各種事情。
13679,萬萬,絕對、一定。,637,千萬,務必、絕對。有再三叮嚀的意思。
13681,落葬,安葬。,3191,安土,埋葬、安葬。
13681,落葬,安葬。,3309,安葬,埋葬。把棺材放入墓穴裡，用土掩蓋起來。
13682,落跤氣,腳氣病。病名。因缺乏維生素B所引起的多發性神經炎。症狀有疲勞軟弱、小腿沉重、肌肉疼痛萎縮、手足痙攣、頭痛失眠、下肢水腫、心力衰竭等等。以白米為主食的亞洲地區最為常見。,656,大跤胴,蘿蔔腿。小腿肚粗大的腿形。
13682,落跤氣,腳氣病。病名。因缺乏維生素B所引起的多發性神經炎。症狀有疲勞軟弱、小腿沉重、肌肉疼痛萎縮、手足痙攣、頭痛失眠、下肢水腫、心力衰竭等等。以白米為主食的亞洲地區最為常見。,15050,墜跤氣,腳氣病。病名。因缺乏維生素B所引起的多發性神經炎。症狀有疲勞軟弱、小腿沉重、肌肉疼痛萎縮、手足痙攣、頭痛失眠、下肢水腫、心力衰竭等等。以白米為主食的亞洲地區最為常見。
13688,落魄,失意潦倒的樣子。,8872,狼狽,落魄。形容人窮困潦倒不得志。
13691,腫頷,胡說、瞎掰、胡扯。,3112,吐憐涎,胡說八道、信口開河。指人沒有根據，亂說話。
13691,腫頷,胡說、瞎掰、胡扯。,7257,炸,引申為胡說八道。
13691,腫頷,胡說、瞎掰、胡扯。,12843,亂講,胡說。亂說話。
13691,腫頷,胡說、瞎掰、胡扯。,14271,嘐潲,說大話、吹牛。
13691,腫頷,胡說、瞎掰、胡扯。,15441,練痟話,胡說八道、隨便亂說話。
13691,腫頷,胡說、瞎掰、胡扯。,23195,烏白講,胡說、胡說八道、亂講
13692,腫頷,糟糕、慘了。對不好的情況發出感嘆。,8203,害,糟糕、事情不好、完蛋。
13692,腫頷,糟糕、慘了。對不好的情況發出感嘆。,18335,䆀,惡劣、糟糕。
13693,腥臊,指菜色豐盛。,17196,豐沛,菜餚豐盛。
13693,腥臊,指菜色豐盛。,22147,好料的,美食，常指好吃的或難得的食物。
13694,落臉,丟臉、沒面子。,21865,失氣,沒面子、出洋相。
13694,落臉,丟臉、沒面子。,22606,卸衰,丟臉、沒面子。
13700,葉,植物的一部分。生於枝幹上，專營呼吸、蒸發等作用。,13711,葉仔,葉子。
13703,葩,計算成串物品的單位。,10109,捻,串、把。計算成把的或成串的蔬菜、果實的單位。
13711,葉仔,葉子。,13700,葉,植物的一部分。生於枝幹上，專營呼吸、蒸發等作用。
13715,號做,叫做、稱為。,1966,叫,稱做。
13715,號做,叫做、稱為。,2118,叫做,叫做、稱做。指某個人、某件事或某種物品被稱為某種名稱。
13716,瓜笠仔,用竹篾和竹葉做成的斗笠。,10680,笠,斗笠。以竹籜或蒲葵製成，可用來遮陽。
13716,瓜笠仔,用竹篾和竹葉做成的斗笠。,10690,笠仔,斗笠。用來遮日光、雨水的竹笠。
13716,瓜笠仔,用竹篾和竹葉做成的斗笠。,19245,草笠仔,用「大甲草」(Tāi-kah-tsháu)製成的斗笠。
13724,裘,有夾層的厚衣外套。,13746,裘仔,夾襖、棉襖。
13730,裝,填裝。,12417,貯,裝、盛。
13735,解,解除、消除。,1949,去,消除。
13743,解心悶,解悶。,13773,解悶,消解愁悶。
13746,裘仔,夾襖、棉襖。,13724,裘,有夾層的厚衣外套。
